deportation	von	nach	nach_fct	deportation_alt	dep_datum	dep_date	deportation_date_exact	deportation_my	deportation_month	deportation_year
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 25.08.1942 nach Theresienstadt	25.08.1942	25.08.1942	1942-08-25	1942-08-25	Aug	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 19.11.1942 nach Theresienstadt	19.11.1942	19.11.1942	1942-11-19	1942-11-19	Nov	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 19.11.1942 nach Theresienstadt	19.11.1942	19.11.1942	1942-11-19	1942-11-19	Nov	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 14.12.1942 nach Auschwitz	14.12.1942	14.12.1942	1942-12-14	1942-12-14	Dec	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 17.05.1943 nach Auschwitz	17.05.1943	17.05.1943	1943-05-17	1943-05-17	May	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
von Berlin nach Auschwitz	Berlin 	Auschwitz	Auschwitz	am 12.01.1943 von Berlin nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
von Berlin nach Auschwitz	Berlin 	Auschwitz	Auschwitz	am 12.01.1943 von Berlin nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
von Berlin nach Auschwitz	Berlin 	Auschwitz	Auschwitz	am 02.03.1943 von Berlin nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
von Berlin nach Auschwitz	Berlin 	Auschwitz	Auschwitz	am 01.03.1943 von Berlin nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
von Berlin nach Auschwitz	Berlin 	Auschwitz	Auschwitz	am 02.03.1943 von Berlin nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 13.07.1944 nach Theresienstadt	13.07.1944	13.07.1944	1944-07-13	1944-07-13	Jul	1944
nach Riga	NA	Riga	Riga	am 26.10.1942 nach Riga	26.10.1942	26.10.1942	1942-10-26	1942-10-26	Oct	1942
nach Riga	NA	Riga	Riga	am 26.10.1942 nach Riga	26.10.1942	26.10.1942	1942-10-26	1942-10-26	Oct	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 31.08.1942 nach Theresienstadt	31.08.1942	31.08.1942	1942-08-31	1942-08-31	Aug	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 04.08.1943 nach Theresienstadt	04.08.1943	04.08.1943	1943-08-04	1943-08-04	Aug	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 06.03.1943 nach Auschwitz	06.03.1943	06.03.1943	1943-03-06	1943-03-06	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 15.06.1942 nach Theresienstadt	15.06.1942	15.06.1942	1942-06-15	1942-06-15	Jun	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 06.03.1943 nach Auschwitz	06.03.1943	06.03.1943	1943-03-06	1943-03-06	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.08.1942 nach Theresienstadt	17.08.1942	17.08.1942	1942-08-17	1942-08-17	Aug	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 29.01.1943 nach Auschwitz	29.01.1943	29.01.1943	1943-01-29	1943-01-29	Jan	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 20.01.1944 nach Auschwitz	20.01.1944	20.01.1944	1944-01-20	1944-01-20	Jan	1944
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 16.06.1942 nach Theresienstadt	16.06.1942	16.06.1942	1942-06-16	1942-06-16	Jun	1942
von Grunewald nach Riga	Grunewald 	Riga	Riga	am 25.01.1942 von Grunewald nach Riga	25.01.1942	25.01.1942	1942-01-25	1942-01-25	Jan	1942
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 18.10.1941 nach Łódź / Litzmannstadt	18.10.1941	18.10.1941	1941-10-18	1941-10-18	Oct	1941
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.09.1942 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 16.07.1942 nach Theresienstadt	16.07.1942	16.07.1942	1942-07-16	1942-07-16	Jul	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 18.05.1943 nach Theresienstadt	18.05.1943	18.05.1943	1943-05-18	1943-05-18	May	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 19.02.1943 nach Auschwitz	19.02.1943	19.02.1943	1943-02-19	1943-02-19	Feb	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 19.02.1943 nach Auschwitz	19.02.1943	19.02.1943	1943-02-19	1943-02-19	Feb	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 09.12.1942 nach Auschwitz	09.12.1942	09.12.1942	1942-12-09	1942-12-09	Dec	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 08.09.1942 nach Theresienstadt	08.09.1942	08.09.1942	1942-09-08	1942-09-08	Sep	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 08.09.1942 nach Theresienstadt	08.09.1942	08.09.1942	1942-09-08	1942-09-08	Sep	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 04.03.1943 nach Auschwitz	04.03.1943	04.03.1943	1943-03-04	1943-03-04	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.09.1942 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Piaski-Trawniki	NA	Piaski-Trawniki	Piaski	am 28.03.1942 nach Piaski-Trawniki	28.03.1942	28.03.1942	1942-03-28	1942-03-28	Mar	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 05.06.1942 nach Theresienstadt	05.06.1942	05.06.1942	1942-06-05	1942-06-05	Jun	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 14.12.1942 nach Auschwitz	14.12.1942	14.12.1942	1942-12-14	1942-12-14	Dec	1942
nach Piaski	NA	Piaski	Piaski	am 28.03.1942 nach Piaski	28.03.1942	28.03.1942	1942-03-28	1942-03-28	Mar	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Riga	NA	Riga	Riga	am 15.08.1942 nach Riga	15.08.1942	15.08.1942	1942-08-15	1942-08-15	Aug	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.09.1942 nach Auschwitz	02.09.1942	02.09.1942	1942-09-02	1942-09-02	Sep	1942
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 29.10.1941 nach Łódź / Litzmannstadt	29.10.1941	29.10.1941	1941-10-29	1941-10-29	Oct	1941
nach Piaski-Trawniki	NA	Piaski-Trawniki	Piaski	am 28.03.1942 nach Piaski-Trawniki	28.03.1942	28.03.1942	1942-03-28	1942-03-28	Mar	1942
nach Piaski-Trawniki	NA	Piaski-Trawniki	Piaski	am 28.03.1942 nach Piaski-Trawniki	28.03.1942	28.03.1942	1942-03-28	1942-03-28	Mar	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.03.1943 nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.03.1943 nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 03.10.1942 nach Theresienstadt	03.10.1942	03.10.1942	1942-10-03	1942-10-03	Oct	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 03.10.1942 nach Theresienstadt	03.10.1942	03.10.1942	1942-10-03	1942-10-03	Oct	1942
von Moabit nach Auschwitz	Moabit 	Auschwitz	Auschwitz	am 12.01.1943 von Moabit nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
von Moabit nach Auschwitz	Moabit 	Auschwitz	Auschwitz	am 01.03.1943 von Moabit nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
von Moabit nach Auschwitz	Moabit 	Auschwitz	Auschwitz	am 06.03.1943 von Moabit nach Auschwitz	06.03.1943	06.03.1943	1943-03-06	1943-03-06	Mar	1943
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
von Moabit nach Auschwitz	Moabit 	Auschwitz	Auschwitz	am 12.01.1943 von Moabit nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
von Moabit nach Auschwitz	Moabit 	Auschwitz	Auschwitz	am 12.01.1943 von Moabit nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
von Blinden- und Taubstummenanstalt Berlin Weißensee, Parkstr.22 nach Theresienstadt	Blinden- und Taubstummenanstalt Berlin Weißensee, Parkstr.22 	Theresienstadt	Theresienstadt	am 03.10.1942 von Blinden- und Taubstummenanstalt Berlin Weißensee, Parkstr.22 nach Theresienstadt	03.10.1942	03.10.1942	1942-10-03	1942-10-03	Oct	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.07.1942 nach Theresienstadt	14.07.1942	14.07.1942	1942-07-14	1942-07-14	Jul	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.08.1942 nach Theresienstadt	17.08.1942	17.08.1942	1942-08-17	1942-08-17	Aug	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	nach Auschwitz	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 12.01.1943 nach Theresienstadt	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 12.01.1943 nach Theresienstadt	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 26.06.1942 nach Theresienstadt	26.06.1942	26.06.1942	1942-06-26	1942-06-26	Jun	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
in das KZ Theresienstadt	NA	KZ Theresienstadt	Theresienstadt	am 09.09.1942 in das KZ Theresienstadt	09.09.1942	09.09.1942	1942-09-09	1942-09-09	Sep	1942
in das KZ Theresienstadt	NA	KZ Theresienstadt	Theresienstadt	am 09.09.1942 in das KZ Theresienstadt	09.09.1942	09.09.1942	1942-09-09	1942-09-09	Sep	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 26.06.1942 nach Theresienstadt	26.06.1942	26.06.1942	1942-06-26	1942-06-26	Jun	1942
nach Riga	NA	Riga	Riga	am 27.11.1941 nach Riga	27.11.1941	27.11.1941	1941-11-27	1941-11-27	Nov	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Warschau	NA	Warschau	Warschau	am 02.04.1942 nach Warschau	02.04.1942	02.04.1942	1942-04-02	1942-04-02	Apr	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 28.06.1943 nach Auschwitz	28.06.1943	28.06.1943	1943-06-28	1943-06-28	Jun	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 26.08.1942 nach Theresienstadt	26.08.1942	26.08.1942	1942-08-26	1942-08-26	Aug	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 26.08.1942 nach Theresienstadt	26.08.1942	26.08.1942	1942-08-26	1942-08-26	Aug	1942
nach Riga	NA	Riga	Riga	am 13.01.1942 nach Riga	13.01.1942	13.01.1942	1942-01-13	1942-01-13	Jan	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
nach Riga	NA	Riga	Riga	am 13.01.1942 nach Riga	13.01.1942	13.01.1942	1942-01-13	1942-01-13	Jan	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 19.02.1943 nach Auschwitz	19.02.1943	19.02.1943	1943-02-19	1943-02-19	Feb	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 19.02.1943 nach Auschwitz	19.02.1943	19.02.1943	1943-02-19	1943-02-19	Feb	1943
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
von Grunewald nach Kowno Fort IX	Grunewald 	Kowno Fort IX	Kowno / Kaunas	am 17.11.1941 von Grunewald nach Kowno Fort IX	17.11.1941	17.11.1941	1941-11-17	1941-11-17	Nov	1941
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 23.07.1942 nach Theresienstadt	23.07.1942	23.07.1942	1942-07-23	1942-07-23	Jul	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 14.12.1942 nach Auschwitz	14.12.1942	14.12.1942	1942-12-14	1942-12-14	Dec	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Kowno / Kaunas	NA	Kowno / Kaunas	Kowno / Kaunas	am 17.11.1941 nach Kowno / Kaunas	17.11.1941	17.11.1941	1941-11-17	1941-11-17	Nov	1941
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
von Albrechtstr.10 nach Theresienstadt	Albrechtstr.10 	Theresienstadt	Theresienstadt	am 14.09.1942 von Albrechtstr.10 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
von Albrechtstr.10 nach Theresienstadt	Albrechtstr.10 	Theresienstadt	Theresienstadt	am 14.09.1942 von Albrechtstr.10 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
von Albrechtstr.10 nach Theresienstadt	Albrechtstr.10 	Theresienstadt	Theresienstadt	am 14.09.1942 von Albrechtstr.10 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
von Albrechtstr.10 nach Theresienstadt	Albrechtstr.10 	Theresienstadt	Theresienstadt	am 14.09.1942 von Albrechtstr.10 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
nach Warschau	NA	Warschau	Warschau	am 02.04.1942 nach Warschau	02.04.1942	02.04.1942	1942-04-02	1942-04-02	Apr	1942
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
von Pithiviers nach Auschwitz	Pithiviers 	Auschwitz	Auschwitz	am 31.07.1942 von Pithiviers nach Auschwitz	31.07.1942	31.07.1942	1942-07-31	1942-07-31	Jul	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 26.08.1942 nach Theresienstadt	26.08.1942	26.08.1942	1942-08-26	1942-08-26	Aug	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 26.08.1942 nach Theresienstadt	26.08.1942	26.08.1942	1942-08-26	1942-08-26	Aug	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 19.02.1943 nach Auschwitz	19.02.1943	19.02.1943	1943-02-19	1943-02-19	Feb	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 05.08.1942 nach Theresienstadt	05.08.1942	05.08.1942	1942-08-05	1942-08-05	Aug	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 05.08.1942 nach Theresienstadt	05.08.1942	05.08.1942	1942-08-05	1942-08-05	Aug	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	im September 1944 nach Theresienstadt	September 1944	Sep 1944	NA	1944-09-01	Sep	1944
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.07.1944 nach Auschwitz	12.07.1944	12.07.1944	1944-07-12	1944-07-12	Jul	1944
von Anhalter Bahnhof nach Theresienstadt	Anhalter Bahnhof 	Theresienstadt	Theresienstadt	am 10.08.1942 von Anhalter Bahnhof nach Theresienstadt	10.08.1942	10.08.1942	1942-08-10	1942-08-10	Aug	1942
von Moabit nach Riga	Moabit 	Riga	Riga	am 15.08.1942 von Moabit nach Riga	15.08.1942	15.08.1942	1942-08-15	1942-08-15	Aug	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.09.1942 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
von Berlin nach Auschwitz	Berlin 	Auschwitz	Auschwitz	am 29.11.1942 von Berlin nach Auschwitz	29.11.1942	29.11.1942	1942-11-29	1942-11-29	Nov	1942
von Berlin nach Auschwitz	Berlin 	Auschwitz	Auschwitz	am 29.11.1942 von Berlin nach Auschwitz	29.11.1942	29.11.1942	1942-11-29	1942-11-29	Nov	1942
von Berlin nach Auschwitz	Berlin 	Auschwitz	Auschwitz	am 29.11.1942 von Berlin nach Auschwitz	29.11.1942	29.11.1942	1942-11-29	1942-11-29	Nov	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Minsk	NA	Minsk	Minsk	am 26.06.1942 nach Minsk	26.06.1942	26.06.1942	1942-06-26	1942-06-26	Jun	1942
nach Minsk	NA	Minsk	Minsk	am 26.06.1942 nach Minsk	26.06.1942	26.06.1942	1942-06-26	1942-06-26	Jun	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.06.1943 nach Theresienstadt	17.06.1943	17.06.1943	1943-06-17	1943-06-17	Jun	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 07.12.1943 nach Auschwitz	07.12.1943	07.12.1943	1943-12-07	1943-12-07	Dec	1943
nach Piaski-Trawniki	NA	Piaski-Trawniki	Piaski	am 28.03.1942 nach Piaski-Trawniki	28.03.1942	28.03.1942	1942-03-28	1942-03-28	Mar	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 04.03.1943 nach Auschwitz	04.03.1943	04.03.1943	1943-03-04	1943-03-04	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 08.11.1943 nach Auschwitz	08.11.1943	08.11.1943	1943-11-08	1943-11-08	Nov	1943
nach Dachau	NA	Dachau	Dachau	im Oktober 1944 nach Dachau	Oktober 1944	Oct 1944	NA	1944-10-01	Oct	1944
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.09.1942 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
von Pasteurstraße 11 nach Kowno	Pasteurstraße 11 	Kowno	Kowno / Kaunas	am 17.11.1941 von Pasteurstraße 11 nach Kowno	17.11.1941	17.11.1941	1941-11-17	1941-11-17	Nov	1941
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Kowno / Kaunas	NA	Kowno / Kaunas	Kowno / Kaunas	am 17.11.1941 nach Kowno / Kaunas	17.11.1941	17.11.1941	1941-11-17	1941-11-17	Nov	1941
nach Kowno / Kaunas, Fort IX	NA	Kowno / Kaunas, Fort IX	Kowno / Kaunas	am 17.11.1941 nach Kowno / Kaunas, Fort IX	17.11.1941	17.11.1941	1941-11-17	1941-11-17	Nov	1941
nach Kowno / Kaunas, Fort IX	NA	Kowno / Kaunas, Fort IX	Kowno / Kaunas	am 17.11.1941 nach Kowno / Kaunas, Fort IX	17.11.1941	17.11.1941	1941-11-17	1941-11-17	Nov	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 10.09.1942 nach Theresienstadt	10.09.1942	10.09.1942	1942-09-10	1942-09-10	Sep	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 24.09.1942 nach Theresienstadt	24.09.1942	24.09.1942	1942-09-24	1942-09-24	Sep	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
nach Zbąszyń	NA	Zbąszyń	Zbąszyń	am 28.10.1938 nach Zbąszyń	28.10.1938	28.10.1938	1938-10-28	1938-10-28	Oct	1938
von Aix- en-Provence nach Rivesaltes	Aix- en-Provence 	Rivesaltes	Rivesaltes	am 26.08.1942 von Aix- en-Provence nach Rivesaltes	26.08.1942	26.08.1942	1942-08-26	1942-08-26	Aug	1942
nach Zbąszyń	NA	Zbąszyń	Zbąszyń	am 28.10.1938 nach Zbąszyń	28.10.1938	28.10.1938	1938-10-28	1938-10-28	Oct	1938
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
von Anhalter Bahnhof nach Theresienstadt	Anhalter Bahnhof 	Theresienstadt	Theresienstadt	am 09.02.1944 von Anhalter Bahnhof nach Theresienstadt	09.02.1944	09.02.1944	1944-02-09	1944-02-09	Feb	1944
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
in das KZ Auschwitz	NA	KZ Auschwitz	Auschwitz	am 09.09.1942 in das KZ Auschwitz	09.09.1942	09.09.1942	1942-09-09	1942-09-09	Sep	1942
in das KZ Auschwitz	NA	KZ Auschwitz	Auschwitz	am 09.09.1942 in das KZ Auschwitz	09.09.1942	09.09.1942	1942-09-09	1942-09-09	Sep	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
