schicksal,destiny_type,destiny_type_fac,destiny_when,destiny_when_date,destiny_when_year,destiny_location,destiny_loc_cat,destiny_loc_fac
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET 21.11.1941 in Łódź / Litzmannstadt,ERMORDET,murdered,21.11.1941,1941-11-21,1941,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 20.12.1942 in Theresienstadt,ERMORDET,murdered,20.12.1942,1942-12-20,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT 31.12.1945,TOT,deceased,NA,NA,NA,NA,NA,Unknown
LETZTES LEBENZEICHEN in Minsk,LETZTES LEBENZEICHEN,unknown,NA,NA,NA,Minsk,Minsk,Minsk
ERMORDET 05.08.1943 in Theresienstadt,ERMORDET,murdered,05.08.1943,1943-08-05,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 08.05.1943 in Theresienstadt,ERMORDET,murdered,08.05.1943,1943-05-08,1943,Theresienstadt,Theresienstadt,Theresienstadt
TOT 08.05.1943 in Auschwitz,TOT,deceased,08.05.1943,1943-05-08,1943,Auschwitz,Auschwitz,Auschwitz
TOT in Auschwitz,TOT,deceased,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
"ERMORDET 30.11.1941 in Riga, Ghetto",ERMORDET,murdered,30.11.1941,1941-11-30,1941,"Riga, Ghetto",Riga,Riga
ERMORDET 30.11.1941 im Ghetto Riga,ERMORDET,murdered,30.11.1941,1941-11-30,1941,Ghetto Riga,Riga,Riga
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
HINGERICHTET 23.04.1945 im Gefängnis Berlin-Moabit,HINGERICHTET,murdered,23.04.1945,1945-04-23,1945,Gefängnis Berlin-Moabit,Berlin,Berlin
HINGERICHTET 10.11.1944 in Berlin-Plötzensee,HINGERICHTET,murdered,10.11.1944,1944-11-10,1944,Berlin-Plötzensee,Berlin,Berlin
VERBLEIB UNKLAR,VERBLEIB UNKLAR,unknown,NA,NA,NA,NA,NA,Unknown
FLUCHT IN DEN TOD 03.11.1941 in Berlin,FLUCHT IN DEN TOD,deceased,03.11.1941,1941-11-03,1941,Berlin,Berlin,Berlin
FLUCHT IN DEN TOD 03.11.1941 in Berlin,FLUCHT IN DEN TOD,deceased,03.11.1941,1941-11-03,1941,Berlin,Berlin,Berlin
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
FLUCHT IN DEN TOD 27.09.1942 in Berlin,FLUCHT IN DEN TOD,deceased,27.09.1942,1942-09-27,1942,Berlin,Berlin,Berlin
ERMORDET in Chełmno / Kulmhof,ERMORDET,murdered,NA,NA,NA,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
ERMORDET 05.07.1942 im Ghetto Litzmannstadt,ERMORDET,murdered,05.07.1942,1942-07-05,1942,Ghetto Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET 18.08.1942 in Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Riga,Riga,Riga
ERMORDET 18.08.1942 in Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Riga,Riga,Riga
ERMORDET in Chełmno / Kulmhof,ERMORDET,murdered,NA,NA,NA,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
ERMORDET 22.02.1944 in Meseritz-Obrawalde,ERMORDET,murdered,22.02.1944,1944-02-22,1944,Meseritz-Obrawalde,Meseritz-Obrawalde,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
HINGERICHTET 21.08.1944 im Zuchthaus Brandenburg-Görden,HINGERICHTET,murdered,21.08.1944,1944-08-21,1944,Zuchthaus Brandenburg-Görden,Brandenburg,Other
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
ERMORDET 01.08.1942 in Theresienstadt,ERMORDET,murdered,01.08.1942,1942-08-01,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
FLUCHT IN DEN TOD 24.03.1942,FLUCHT IN DEN TOD,deceased,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
FLUCHT IN DEN TOD 06.03.1943 in Berlin,FLUCHT IN DEN TOD,deceased,06.03.1943,1943-03-06,1943,Berlin,Berlin,Berlin
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 30.11.1941 in Riga-Rumbula,ERMORDET,murdered,30.11.1941,1941-11-30,1941,Riga-Rumbula,Riga,Riga
ERMORDET 30.11.1941 in Riga-Rumbula,ERMORDET,murdered,30.11.1941,1941-11-30,1941,Riga-Rumbula,Riga,Riga
ERMORDET Dezember 1941 in Kowno / Kaunas,ERMORDET,murdered,Dezember 1941,NA,1941,Kowno / Kaunas,Kowno,Other
TOT 01.09.1942 in Theresienstadt,TOT,deceased,01.09.1942,1942-09-01,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 25.11.1941 in Kowno / Kaunas,ERMORDET,murdered,25.11.1941,1941-11-25,1941,Kowno / Kaunas,Kowno,Other
ERMORDET in Auschwitz o. Treblinka,ERMORDET,murdered,NA,NA,NA,Auschwitz o. Treblinka,Auschwitz,Auschwitz
ERMORDET 07.09.1944 in Theresienstadt,ERMORDET,murdered,07.09.1944,1944-09-07,1944,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 30.05.1943 in Theresienstadt,ERMORDET,murdered,30.05.1943,1943-05-30,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 04.03.1943 in Theresienstadt,ERMORDET,murdered,04.03.1943,1943-03-04,1943,Theresienstadt,Theresienstadt,Theresienstadt
FLUCHT IN DEN TOD 24.01.1942 in Berlin,FLUCHT IN DEN TOD,deceased,24.01.1942,1942-01-24,1942,Berlin,Berlin,Berlin
FLUCHT IN DEN TOD 25.01.1942 in Berlin,FLUCHT IN DEN TOD,deceased,25.01.1942,1942-01-25,1942,Berlin,Berlin,Berlin
ERMORDET im KZ Mittelbau-Dora,ERMORDET,murdered,NA,NA,NA,KZ Mittelbau-Dora,Mittelbau-Dora,Other
ERMORDET 30.11.1941 in Riga - Rumbula,ERMORDET,murdered,30.11.1941,1941-11-30,1941,Riga - Rumbula,Riga,Riga
ERMORDET 30.11.1941 in Riga - Rumbula,ERMORDET,murdered,30.11.1941,1941-11-30,1941,Riga - Rumbula,Riga,Riga
ERMORDET 30.11.1941 in Riga - Rumbula,ERMORDET,murdered,30.11.1941,1941-11-30,1941,Riga - Rumbula,Riga,Riga
ERMORDET 20.11.1941 in Riga - Rumbula,ERMORDET,murdered,20.11.1941,1941-11-20,1941,Riga - Rumbula,Riga,Riga
ERMORDET 30.11.1941 in Riga - Rumbula,ERMORDET,murdered,30.11.1941,1941-11-30,1941,Riga - Rumbula,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
FLUCHT IN DEN TOD 03.03.1944 in Berlin,FLUCHT IN DEN TOD,deceased,03.03.1944,1944-03-03,1944,Berlin,Berlin,Berlin
FLUCHT IN DEN TOD 03.03.1944 in Berlin,FLUCHT IN DEN TOD,deceased,03.03.1944,1944-03-03,1944,Berlin,Berlin,Berlin
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
TOT 29.12.1942 in Theresienstadt,TOT,deceased,29.12.1942,1942-12-29,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET 13.05.1942 in Chełmno / Kulmhof,ERMORDET,murdered,13.05.1942,1942-05-13,1942,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
ERMORDET 13.05.1942 in Chełmno / Kulmhof,ERMORDET,murdered,13.05.1942,1942-05-13,1942,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
TOT 30.04.1945 in Berlin-Prenzlauer Berg,TOT,deceased,30.04.1945,1945-04-30,1945,Berlin-Prenzlauer Berg,Berlin,Berlin
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
TOT 30.11.1941 in Riga,TOT,deceased,30.11.1941,1941-11-30,1941,Riga,Riga,Riga
ERMORDET in Stutthof,ERMORDET,murdered,NA,NA,NA,Stutthof,Stutthof,Other
ERMORDET in Stutthof,ERMORDET,murdered,NA,NA,NA,Stutthof,Stutthof,Other
ERMORDET in Stutthof,ERMORDET,murdered,NA,NA,NA,Stutthof,Stutthof,Other
ERMORDET im Ghetto Riga,ERMORDET,murdered,NA,NA,NA,Ghetto Riga,Riga,Riga
ERMORDET 06.05.1942 in Chełmno / Kulmhof,ERMORDET,murdered,06.05.1942,1942-05-06,1942,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 03.03.1945 in Theresienstadt,ERMORDET,murdered,03.03.1945,1945-03-03,1945,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 24.08.1943 in Riga,ERMORDET,murdered,24.08.1943,1943-08-24,1943,Riga,Riga,Riga
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 09.01.1943 in Theresienstadt,ERMORDET,murdered,09.01.1943,1943-01-09,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 26.10.1942 in Theresienstadt,ERMORDET,murdered,26.10.1942,1942-10-26,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 11.02.1943 in Theresienstadt,ERMORDET,murdered,11.02.1943,1943-02-11,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET 1944 in Auschwitz,ERMORDET,murdered,1944,NA,1944,Auschwitz,Auschwitz,Auschwitz
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT 15.11.1942 im Ghetto Theresienstadt,TOT,deceased,15.11.1942,1942-11-15,1942,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
"ERMORDET IM RAHMEN DES """"EUTHANASIE""""-PROGRAMMS 30.03.1940 in Brandenburg/Havel","ERMORDET IM RAHMEN DES """"EUTHANASIE""""-PROGRAMMS",murdered,30.03.1940,1940-03-30,1940,Brandenburg/Havel,Brandenburg,Other
ERMORDET in Treblinka,ERMORDET,murdered,NA,NA,NA,Treblinka,Treblinka,Treblinka
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT 18.05.1943 in Theresienstadt,TOT,deceased,18.05.1943,1943-05-18,1943,Theresienstadt,Theresienstadt,Theresienstadt
VERBLEIB UNKLAR in ,VERBLEIB UNKLAR,unknown,NA,NA,NA,NA,NA,Unknown
ERMORDET 10.05.1942 in Chełmno / Kulmhof,ERMORDET,murdered,10.05.1942,1942-05-10,1942,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
ERMORDET 10.05.1942 in Chełmno / Kulmhof,ERMORDET,murdered,10.05.1942,1942-05-10,1942,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
FLUCHT IN DEN TOD 02.08.1942 in Berlin,FLUCHT IN DEN TOD,deceased,02.08.1942,1942-08-02,1942,Berlin,Berlin,Berlin
FLUCHT IN DEN TOD 05.08.1942 in Berlin,FLUCHT IN DEN TOD,deceased,05.08.1942,1942-08-05,1942,Berlin,Berlin,Berlin
ERMORDET 02.11.1944 in Auschwitz,ERMORDET,murdered,02.11.1944,1944-11-02,1944,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET März 1943 in Auschwitz,ERMORDET,murdered,März 1943,NA,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET 16.04.1943 in Sobibór,ERMORDET,murdered,16.04.1943,1943-04-16,1943,Sobibór,Sobibor,Other
ERMORDET 27.09.1943 in Theresienstadt,ERMORDET,murdered,27.09.1943,1943-09-27,1943,Theresienstadt,Theresienstadt,Theresienstadt
FLUCHT IN DEN TOD 08.04.1933 in Berlin,FLUCHT IN DEN TOD,deceased,08.04.1933,1933-04-08,1933,Berlin,Berlin,Berlin
FLUCHT IN DEN TOD 08.04.1933 in Berlin,FLUCHT IN DEN TOD,deceased,08.04.1933,1933-04-08,1933,Berlin,Berlin,Berlin
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Treblinka,ERMORDET,murdered,NA,NA,NA,Treblinka,Treblinka,Treblinka
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 23.03.1945 in Buchenwald,ERMORDET,murdered,23.03.1945,1945-03-23,1945,Buchenwald,Buchenwald,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Chełmno / Kulmhof,ERMORDET,murdered,NA,NA,NA,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
ERMORDET in Chełmno / Kulmhof,ERMORDET,murdered,NA,NA,NA,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET in Treblinka,ERMORDET,murdered,NA,NA,NA,Treblinka,Treblinka,Treblinka
ERMORDET 25.08.1942 in Auschwitz,ERMORDET,murdered,25.08.1942,1942-08-25,1942,Auschwitz,Auschwitz,Auschwitz
ERMORDET 15.10.1942 in Theresienstadt,ERMORDET,murdered,15.10.1942,1942-10-15,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 19.09.1942 in Treblinka,ERMORDET,murdered,19.09.1942,1942-09-19,1942,Treblinka,Treblinka,Treblinka
ERMORDET 19.09.1942 in Treblinka,ERMORDET,murdered,19.09.1942,1942-09-19,1942,Treblinka,Treblinka,Treblinka
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 02.11.1942 in Theresienstadt,ERMORDET,murdered,02.11.1942,1942-11-02,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ÜBERLEBT im Ötztal befreit am 29. April 1945,ÜBERLEBT,survived,NA,NA,NA,Ötztal befreit am 29. April 1945,Ötztal befreit am 29. April 1945,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 09.04.1944 in Theresienstadt,ERMORDET,murdered,09.04.1944,1944-04-09,1944,Theresienstadt,Theresienstadt,Theresienstadt
VERBLEIB UNKLAR,VERBLEIB UNKLAR,unknown,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
FLUCHT IN DEN TOD 29.08.1942 in Berlin,FLUCHT IN DEN TOD,deceased,29.08.1942,1942-08-29,1942,Berlin,Berlin,Berlin
FLUCHT IN DEN TOD 30.08.1942 in Berlin,FLUCHT IN DEN TOD,deceased,30.08.1942,1942-08-30,1942,Berlin,Berlin,Berlin
ERMORDET 21.01.1942 in KZ Sachsenhausen,ERMORDET,murdered,21.01.1942,1942-01-21,1942,KZ Sachsenhausen,Sachsenhausen,Sachsenhausen
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 19.06.1943 in Auschwitz,ERMORDET,murdered,19.06.1943,1943-06-19,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET 11.04.1943 in Theresienstadt,ERMORDET,murdered,11.04.1943,1943-04-11,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT 16.10.1942 in Berlin,TOT,deceased,16.10.1942,1942-10-16,1942,Berlin,Berlin,Berlin
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ERMORDET 03.03.1945 im Außenlager Rehmsdorf des KZ Buchenwald,ERMORDET,murdered,03.03.1945,1945-03-03,1945,Außenlager Rehmsdorf des KZ Buchenwald,Buchenwald,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 25.01.1943 in Theresienstadt,ERMORDET,murdered,25.01.1943,1943-01-25,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 14.01.1945 in Stutthof,ERMORDET,murdered,14.01.1945,1945-01-14,1945,Stutthof,Stutthof,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 02.08.1943 in Auschwitz,ERMORDET,murdered,02.08.1943,1943-08-02,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT 18.09.1942 in Theresienstadt,TOT,deceased,18.09.1942,1942-09-18,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT 04.01.1943 in Berlin,TOT,deceased,04.01.1943,1943-01-04,1943,Berlin,Berlin,Berlin
ERMORDET in Trawniki,ERMORDET,murdered,NA,NA,NA,Trawniki,Trawniki,Other
VERSTORBEN AN DEN FOLGEN VON HAFT UND FOLTER 08.01.1939 in der Wohnung im Reifträgerweg,VERSTORBEN AN DEN FOLGEN VON HAFT UND FOLTER,deceased,08.01.1939,1939-01-08,1939,Wohnung im Reifträgerweg,Wohnung im Reifträgerweg,Other
